id,job_role,country,experience_level,salary_usd,skills,company_type
7654,NLP Engineer,Germany,Mid,82205,"PyTorch, Data Visualization, MLOps",Mid-size
7655,Computer Vision Engineer,UK,Entry,26557,"MLOps, PyTorch, NLP",Mid-size
7656,AI Engineer,Canada,Mid,79281,"MLOps, TensorFlow, Data Visualization",Enterprise
7657,Data Scientist,Australia,Lead,189641,"TensorFlow, Statistics, Python",Enterprise
7658,ML Engineer,Australia,Lead,208918,"Computer Vision, Data Visualization, MLOps",Enterprise
7659,NLP Engineer,USA,Entry,42404,"SQL, MLOps, TensorFlow",Enterprise
7660,Research Scientist,Australia,Entry,31773,"PyTorch, Computer Vision, Deep Learning",Mid-size
7661,Data Scientist,Canada,Mid,62498,"PyTorch, Data Visualization, Computer Vision",Enterprise
7662,Deep Learning Engineer,Germany,Mid,77619,"TensorFlow, Python, SQL",Mid-size
7663,Deep Learning Engineer,Canada,Entry,52430,"SQL, Deep Learning, Data Visualization",Mid-size
7664,Research Scientist,UK,Lead,177043,"TensorFlow, Python, PyTorch",Mid-size
7665,Deep Learning Engineer,Australia,Senior,110611,"SQL, PyTorch, MLOps",Mid-size
7666,Data Analyst,Australia,Mid,66004,"Python, Data Visualization, SQL",Mid-size
7667,Computer Vision Engineer,UK,Entry,49232,"Statistics, PyTorch, Python",Enterprise
7668,AI Engineer,Australia,Senior,103115,"SQL, MLOps, Data Visualization",Startup
7669,Computer Vision Engineer,UK,Lead,143005,"TensorFlow, Data Visualization, MLOps",Startup
7670,Data Analyst,Canada,Entry,25654,"MLOps, Python, Computer Vision",Mid-size
7671,Computer Vision Engineer,Canada,Lead,194628,"SQL, PyTorch, Deep Learning",Startup
7672,Data Scientist,Australia,Entry,44876,"Computer Vision, SQL, Statistics",Mid-size
7673,Research Scientist,Canada,Lead,191040,"Data Visualization, Python, MLOps",Mid-size
7674,Computer Vision Engineer,India,Mid,29384,"TensorFlow, Statistics, Data Visualization",Enterprise
7675,Data Scientist,Germany,Lead,187676,"Data Visualization, TensorFlow, Statistics",Enterprise
7676,Computer Vision Engineer,Australia,Mid,98759,"Computer Vision, MLOps, Statistics",Enterprise
7677,Data Analyst,India,Senior,40270,"PyTorch, Computer Vision, TensorFlow",Startup
7678,Computer Vision Engineer,Germany,Mid,65009,"Python, Statistics, SQL",Mid-size
7679,Data Scientist,Canada,Senior,122047,"SQL, NLP, Statistics",Startup
7680,ML Engineer,USA,Lead,233618,"Computer Vision, Deep Learning, PyTorch",Startup
7681,AI Engineer,Australia,Lead,163733,"SQL, Python, Computer Vision",Enterprise
7682,Computer Vision Engineer,Australia,Mid,82318,"Deep Learning, SQL, MLOps",Startup
7683,Deep Learning Engineer,Canada,Entry,38142,"Deep Learning, NLP, SQL",Startup
7684,Research Scientist,Germany,Entry,20794,"TensorFlow, SQL, MLOps",Mid-size
7685,Computer Vision Engineer,Australia,Entry,48187,"Data Visualization, Python, Deep Learning",Enterprise
7686,Deep Learning Engineer,Canada,Lead,165163,"Computer Vision, MLOps, Deep Learning",Enterprise
7687,ML Engineer,India,Mid,30531,"NLP, TensorFlow, Python",Startup
7688,Deep Learning Engineer,Canada,Lead,200480,"NLP, TensorFlow, Data Visualization",Enterprise
7689,AI Engineer,Canada,Senior,103626,"TensorFlow, NLP, SQL",Enterprise
7690,Research Scientist,UK,Entry,24596,"PyTorch, Statistics, TensorFlow",Enterprise
7691,ML Engineer,USA,Entry,52854,"NLP, MLOps, Python",Mid-size
7692,Research Scientist,Canada,Entry,47975,"MLOps, Statistics, Deep Learning",Startup
7693,Data Analyst,USA,Lead,216703,"Computer Vision, MLOps, Python",Startup
7694,Deep Learning Engineer,India,Mid,35906,"NLP, TensorFlow, Deep Learning",Enterprise
7695,NLP Engineer,Canada,Lead,197541,"NLP, SQL, TensorFlow",Startup
7696,Data Analyst,USA,Lead,173080,"TensorFlow, Data Visualization, Statistics",Mid-size
7697,AI Engineer,India,Mid,27489,"NLP, Deep Learning, Statistics",Enterprise
7698,NLP Engineer,UK,Lead,192097,"PyTorch, MLOps, TensorFlow",Enterprise
7699,Data Scientist,USA,Senior,117109,"Python, Statistics, MLOps",Startup
7700,Deep Learning Engineer,Australia,Entry,28481,"MLOps, Python, Deep Learning",Enterprise
7701,Research Scientist,Canada,Mid,95474,"Data Visualization, TensorFlow, PyTorch",Mid-size
7702,Deep Learning Engineer,Germany,Lead,187498,"SQL, PyTorch, Data Visualization",Mid-size
7703,Research Scientist,UK,Lead,184910,"NLP, Deep Learning, PyTorch",Startup
7704,AI Engineer,India,Lead,56970,"Computer Vision, MLOps, Python",Startup
7705,Research Scientist,Germany,Entry,21625,"Computer Vision, SQL, MLOps",Startup
7706,NLP Engineer,UK,Mid,54902,"NLP, TensorFlow, PyTorch",Startup
7707,NLP Engineer,Canada,Mid,78782,"Data Visualization, Python, NLP",Enterprise
7708,Research Scientist,Germany,Mid,87729,"NLP, PyTorch, SQL",Mid-size
7709,Deep Learning Engineer,India,Mid,32642,"Statistics, Data Visualization, Deep Learning",Startup
7710,Data Analyst,Germany,Entry,33335,"Python, PyTorch, TensorFlow",Enterprise
7711,Data Scientist,India,Mid,24061,"Data Visualization, SQL, Deep Learning",Enterprise
7712,AI Engineer,India,Entry,8557,"NLP, Deep Learning, Computer Vision",Mid-size
7713,NLP Engineer,Canada,Mid,62302,"NLP, TensorFlow, Computer Vision",Enterprise
7714,Computer Vision Engineer,Australia,Entry,30721,"SQL, Python, Computer Vision",Startup
7715,Computer Vision Engineer,Canada,Mid,64259,"Statistics, Deep Learning, SQL",Startup
7716,NLP Engineer,Germany,Mid,64383,"Deep Learning, Computer Vision, PyTorch",Startup
7717,AI Engineer,Canada,Entry,25235,"Deep Learning, TensorFlow, NLP",Startup
7718,ML Engineer,USA,Senior,144447,"Python, MLOps, Computer Vision",Mid-size
7719,AI Engineer,India,Senior,45246,"Data Visualization, Python, Computer Vision",Mid-size
7720,AI Engineer,Canada,Entry,38285,"Python, TensorFlow, NLP",Startup
7721,Deep Learning Engineer,USA,Mid,88652,"Statistics, PyTorch, Deep Learning",Enterprise
7722,Data Scientist,Germany,Mid,77812,"PyTorch, Statistics, SQL",Enterprise
7723,Data Scientist,Australia,Lead,203085,"NLP, TensorFlow, MLOps",Mid-size
7724,ML Engineer,USA,Mid,83500,"Data Visualization, SQL, Computer Vision",Startup
7725,Data Analyst,USA,Mid,66105,"Computer Vision, Deep Learning, Statistics",Mid-size
7726,Research Scientist,India,Lead,60652,"Data Visualization, Computer Vision, PyTorch",Enterprise
7727,Data Scientist,Canada,Mid,93949,"NLP, Python, PyTorch",Startup
7728,Deep Learning Engineer,Canada,Entry,36073,"Data Visualization, Deep Learning, MLOps",Mid-size
7729,Research Scientist,India,Mid,26296,"Python, Computer Vision, SQL",Mid-size
7730,NLP Engineer,USA,Mid,84409,"Computer Vision, PyTorch, MLOps",Mid-size
7731,ML Engineer,USA,Senior,120189,"MLOps, Data Visualization, SQL",Startup
7732,Data Scientist,India,Mid,20785,"SQL, MLOps, Statistics",Startup
7733,AI Engineer,UK,Mid,71559,"NLP, PyTorch, TensorFlow",Mid-size
7734,NLP Engineer,India,Entry,13668,"TensorFlow, Statistics, Python",Mid-size
7735,Data Scientist,USA,Mid,101912,"Python, NLP, TensorFlow",Enterprise
7736,NLP Engineer,Canada,Entry,25505,"Deep Learning, Computer Vision, Statistics",Startup
7737,Data Analyst,India,Senior,54462,"PyTorch, SQL, Data Visualization",Startup
7738,Data Scientist,Canada,Entry,41674,"Python, Data Visualization, TensorFlow",Enterprise
7739,Research Scientist,Germany,Lead,192214,"TensorFlow, Computer Vision, PyTorch",Startup
7740,ML Engineer,Canada,Mid,75299,"Statistics, SQL, Computer Vision",Enterprise
7741,Computer Vision Engineer,USA,Senior,128913,"TensorFlow, MLOps, PyTorch",Startup
7742,Research Scientist,Australia,Entry,28552,"TensorFlow, Deep Learning, Data Visualization",Enterprise
7743,Computer Vision Engineer,Australia,Entry,33602,"Data Visualization, Deep Learning, PyTorch",Startup
7744,ML Engineer,UK,Lead,165579,"Statistics, SQL, Data Visualization",Mid-size
7745,Data Analyst,Australia,Mid,93260,"Python, MLOps, Data Visualization",Mid-size
7746,Research Scientist,UK,Mid,75544,"Statistics, SQL, Computer Vision",Mid-size
7747,Deep Learning Engineer,Germany,Entry,47311,"NLP, Deep Learning, SQL",Mid-size
7748,AI Engineer,India,Lead,76760,"Deep Learning, NLP, SQL",Startup
7749,Research Scientist,Australia,Entry,40035,"Data Visualization, TensorFlow, SQL",Enterprise
7750,Computer Vision Engineer,Germany,Mid,62359,"TensorFlow, Deep Learning, NLP",Startup
7751,Computer Vision Engineer,UK,Senior,90100,"Computer Vision, NLP, Statistics",Enterprise
7752,Computer Vision Engineer,Australia,Mid,60475,"TensorFlow, MLOps, NLP",Enterprise
7753,ML Engineer,India,Lead,60652,"Python, TensorFlow, NLP",Mid-size
7754,Research Scientist,UK,Entry,31693,"NLP, Deep Learning, Statistics",Enterprise
7755,Data Scientist,Canada,Mid,67791,"Deep Learning, MLOps, SQL",Enterprise
7756,Data Analyst,Australia,Senior,147050,"Python, SQL, Deep Learning",Startup
7757,Data Scientist,Canada,Entry,25682,"Python, NLP, Statistics",Mid-size
7758,Data Analyst,USA,Mid,89515,"NLP, TensorFlow, Deep Learning",Startup
7759,ML Engineer,Canada,Lead,177512,"Python, TensorFlow, SQL",Startup
7760,NLP Engineer,USA,Entry,35248,"PyTorch, Statistics, Python",Mid-size
7761,Deep Learning Engineer,Germany,Entry,46649,"Deep Learning, TensorFlow, PyTorch",Enterprise
7762,Computer Vision Engineer,Germany,Lead,145334,"TensorFlow, Computer Vision, PyTorch",Startup
7763,Computer Vision Engineer,UK,Mid,89598,"PyTorch, MLOps, Statistics",Mid-size
7764,Data Analyst,USA,Lead,168016,"Python, MLOps, NLP",Startup
7765,Deep Learning Engineer,Australia,Mid,67656,"PyTorch, SQL, TensorFlow",Mid-size
7766,Data Analyst,Germany,Entry,29971,"Deep Learning, Computer Vision, TensorFlow",Enterprise
7767,Deep Learning Engineer,Canada,Lead,174028,"TensorFlow, Computer Vision, PyTorch",Mid-size
7768,Data Analyst,Germany,Entry,42713,"Computer Vision, Python, MLOps",Enterprise
7769,AI Engineer,Canada,Senior,106381,"NLP, MLOps, Computer Vision",Startup
7770,Data Scientist,India,Mid,25754,"TensorFlow, Data Visualization, SQL",Startup
7771,AI Engineer,USA,Entry,51010,"Computer Vision, NLP, PyTorch",Enterprise
7772,Data Scientist,Canada,Senior,111457,"SQL, Python, TensorFlow",Enterprise
7773,ML Engineer,Australia,Senior,111393,"NLP, Python, PyTorch",Enterprise
7774,AI Engineer,USA,Mid,90576,"SQL, Deep Learning, NLP",Mid-size
7775,Computer Vision Engineer,UK,Senior,103430,"NLP, Deep Learning, TensorFlow",Enterprise
7776,AI Engineer,Canada,Entry,47650,"Computer Vision, Deep Learning, NLP",Mid-size
7777,Deep Learning Engineer,India,Mid,29622,"TensorFlow, Computer Vision, PyTorch",Enterprise
7778,Deep Learning Engineer,Germany,Senior,103173,"Python, Computer Vision, SQL",Mid-size
7779,NLP Engineer,USA,Senior,158108,"TensorFlow, Statistics, NLP",Startup
7780,Research Scientist,USA,Lead,207120,"Deep Learning, PyTorch, NLP",Enterprise
7781,Data Scientist,Germany,Mid,64075,"MLOps, Python, Computer Vision",Enterprise
7782,NLP Engineer,UK,Lead,181012,"Data Visualization, NLP, Computer Vision",Startup
7783,Computer Vision Engineer,USA,Senior,152778,"Data Visualization, Statistics, SQL",Mid-size
7784,AI Engineer,Australia,Entry,40873,"SQL, PyTorch, MLOps",Startup
7785,Data Analyst,Australia,Senior,129693,"NLP, Statistics, Data Visualization",Startup
7786,AI Engineer,Germany,Senior,117898,"TensorFlow, Statistics, Data Visualization",Mid-size
7787,AI Engineer,India,Lead,58710,"NLP, Data Visualization, SQL",Startup
7788,Deep Learning Engineer,UK,Mid,55378,"Computer Vision, Statistics, MLOps",Startup
7789,Data Analyst,Australia,Senior,126566,"Python, MLOps, Deep Learning",Startup
7790,Data Analyst,Germany,Senior,112765,"SQL, MLOps, Python",Startup
7791,Data Scientist,Canada,Mid,72014,"Computer Vision, SQL, MLOps",Mid-size
7792,Deep Learning Engineer,USA,Lead,173023,"Computer Vision, MLOps, TensorFlow",Mid-size
7793,Data Scientist,India,Entry,14688,"MLOps, PyTorch, Statistics",Enterprise
7794,AI Engineer,Germany,Lead,181129,"MLOps, Python, Deep Learning",Startup
7795,NLP Engineer,India,Entry,10602,"Python, NLP, Computer Vision",Enterprise
7796,AI Engineer,Germany,Senior,92610,"MLOps, TensorFlow, Computer Vision",Enterprise
7797,Data Analyst,Canada,Lead,159284,"NLP, Computer Vision, Statistics",Mid-size
7798,Research Scientist,India,Mid,24090,"Deep Learning, NLP, Data Visualization",Mid-size
7799,NLP Engineer,Australia,Mid,98384,"Deep Learning, PyTorch, NLP",Enterprise
7800,AI Engineer,India,Lead,77896,"NLP, Python, Deep Learning",Enterprise
7801,Deep Learning Engineer,Germany,Mid,85583,"Python, PyTorch, Deep Learning",Mid-size
7802,Computer Vision Engineer,Australia,Lead,196336,"Deep Learning, Computer Vision, Data Visualization",Mid-size
7803,Data Scientist,Australia,Entry,25859,"SQL, MLOps, Data Visualization",Startup
7804,Computer Vision Engineer,Australia,Entry,28143,"Data Visualization, NLP, Python",Enterprise
7805,NLP Engineer,UK,Lead,161310,"Data Visualization, Deep Learning, SQL",Startup
7806,Data Scientist,UK,Lead,196081,"TensorFlow, SQL, Statistics",Startup
7807,Deep Learning Engineer,Australia,Entry,53684,"Computer Vision, MLOps, Statistics",Enterprise
7808,Deep Learning Engineer,UK,Entry,26438,"Computer Vision, Deep Learning, TensorFlow",Startup
7809,Data Analyst,UK,Mid,81131,"PyTorch, TensorFlow, SQL",Enterprise
7810,Computer Vision Engineer,Australia,Senior,151683,"Computer Vision, PyTorch, SQL",Enterprise
7811,Data Analyst,Australia,Lead,163023,"PyTorch, Computer Vision, Data Visualization",Startup
7812,Computer Vision Engineer,UK,Entry,30322,"NLP, Deep Learning, SQL",Enterprise
7813,NLP Engineer,India,Senior,44096,"TensorFlow, PyTorch, Computer Vision",Mid-size
7814,NLP Engineer,India,Senior,54534,"TensorFlow, SQL, Deep Learning",Mid-size
7815,Data Scientist,Germany,Senior,124723,"Computer Vision, TensorFlow, Data Visualization",Enterprise
7816,Deep Learning Engineer,India,Lead,62426,"Statistics, NLP, PyTorch",Mid-size
7817,Research Scientist,USA,Senior,138211,"Python, Data Visualization, NLP",Enterprise
7818,Research Scientist,India,Lead,79394,"Statistics, Deep Learning, SQL",Enterprise
7819,Research Scientist,UK,Lead,198447,"Data Visualization, MLOps, Computer Vision",Startup
7820,Research Scientist,UK,Senior,103244,"SQL, Computer Vision, Data Visualization",Mid-size
7821,ML Engineer,USA,Mid,89354,"MLOps, Data Visualization, NLP",Enterprise
7822,Research Scientist,USA,Entry,50652,"TensorFlow, Deep Learning, MLOps",Mid-size
7823,Data Scientist,Australia,Entry,54107,"Computer Vision, NLP, Deep Learning",Mid-size
7824,Computer Vision Engineer,Canada,Mid,96017,"Data Visualization, TensorFlow, Deep Learning",Mid-size
7825,AI Engineer,India,Senior,40890,"SQL, MLOps, PyTorch",Startup
7826,ML Engineer,Australia,Lead,164844,"TensorFlow, Data Visualization, Python",Mid-size
7827,NLP Engineer,India,Senior,53229,"NLP, Python, Deep Learning",Enterprise
7828,ML Engineer,USA,Mid,60098,"MLOps, Statistics, SQL",Enterprise
7829,Data Analyst,Australia,Mid,71632,"Deep Learning, PyTorch, Data Visualization",Enterprise
7830,Data Scientist,India,Lead,66444,"NLP, TensorFlow, SQL",Mid-size
7831,Research Scientist,Australia,Mid,97652,"Deep Learning, MLOps, Python",Enterprise
7832,Data Analyst,India,Senior,37934,"Python, MLOps, Computer Vision",Mid-size
7833,Computer Vision Engineer,Canada,Lead,199007,"Statistics, MLOps, Python",Startup
7834,Computer Vision Engineer,Germany,Entry,33065,"Data Visualization, NLP, Python",Mid-size
7835,Data Scientist,Germany,Lead,143709,"Python, MLOps, SQL",Startup
7836,Deep Learning Engineer,India,Entry,14394,"Python, MLOps, TensorFlow",Enterprise
7837,Data Scientist,USA,Senior,116966,"Statistics, SQL, TensorFlow",Enterprise
7838,Deep Learning Engineer,Canada,Entry,43347,"PyTorch, MLOps, Deep Learning",Mid-size
7839,Computer Vision Engineer,Germany,Mid,73115,"Statistics, Deep Learning, Python",Mid-size
7840,Research Scientist,Australia,Entry,37746,"NLP, Python, SQL",Mid-size
7841,Data Scientist,UK,Mid,73075,"Python, Data Visualization, Deep Learning",Startup
7842,Computer Vision Engineer,Canada,Lead,198025,"Deep Learning, SQL, Data Visualization",Startup
7843,Computer Vision Engineer,Australia,Lead,194286,"SQL, Computer Vision, Statistics",Mid-size
7844,Deep Learning Engineer,USA,Lead,204120,"MLOps, Data Visualization, TensorFlow",Mid-size
7845,Data Scientist,India,Lead,60797,"Computer Vision, Deep Learning, NLP",Startup
7846,Data Analyst,UK,Entry,44941,"Computer Vision, TensorFlow, SQL",Enterprise
7847,Data Scientist,UK,Senior,101651,"Statistics, SQL, MLOps",Enterprise
7848,Data Analyst,Canada,Mid,74489,"Data Visualization, PyTorch, Deep Learning",Enterprise
7849,Computer Vision Engineer,UK,Lead,187248,"SQL, Computer Vision, Statistics",Mid-size
7850,NLP Engineer,India,Entry,10434,"Deep Learning, NLP, Python",Mid-size
7851,Research Scientist,India,Senior,39843,"NLP, TensorFlow, SQL",Enterprise
7852,Deep Learning Engineer,USA,Lead,216609,"Deep Learning, SQL, Data Visualization",Startup
7853,ML Engineer,USA,Senior,164167,"PyTorch, Python, NLP",Enterprise
7854,ML Engineer,USA,Mid,98866,"NLP, Computer Vision, Data Visualization",Enterprise
7855,AI Engineer,USA,Mid,83299,"SQL, PyTorch, Deep Learning",Mid-size
7856,Data Analyst,Germany,Lead,164897,"TensorFlow, SQL, Computer Vision",Mid-size
7857,Computer Vision Engineer,Australia,Lead,167434,"NLP, Python, PyTorch",Mid-size
7858,Data Scientist,USA,Entry,43462,"PyTorch, NLP, Statistics",Mid-size
7859,Data Scientist,USA,Senior,160405,"MLOps, TensorFlow, Python",Mid-size
7860,ML Engineer,UK,Entry,21409,"MLOps, Data Visualization, TensorFlow",Startup
7861,Research Scientist,UK,Senior,118821,"Computer Vision, Statistics, PyTorch",Startup
7862,Data Scientist,Canada,Mid,87444,"Deep Learning, SQL, NLP",Startup
7863,AI Engineer,Germany,Senior,136509,"TensorFlow, PyTorch, Python",Startup
7864,Data Analyst,Canada,Mid,55335,"Computer Vision, Deep Learning, TensorFlow",Mid-size
7865,NLP Engineer,USA,Entry,47701,"Statistics, Python, Deep Learning",Enterprise
7866,Data Analyst,USA,Mid,80896,"SQL, TensorFlow, MLOps",Mid-size
7867,Deep Learning Engineer,UK,Mid,89673,"Computer Vision, Statistics, NLP",Mid-size
7868,Computer Vision Engineer,Australia,Entry,26033,"SQL, Computer Vision, Data Visualization",Enterprise
7869,NLP Engineer,USA,Entry,53916,"TensorFlow, NLP, Statistics",Mid-size
7870,Data Scientist,Canada,Entry,52816,"Data Visualization, SQL, Statistics",Startup
7871,Data Scientist,India,Senior,52185,"NLP, Statistics, PyTorch",Enterprise
7872,ML Engineer,Canada,Entry,23317,"Data Visualization, MLOps, NLP",Mid-size
7873,Deep Learning Engineer,Germany,Mid,87303,"MLOps, NLP, Python",Mid-size
7874,AI Engineer,Australia,Mid,65348,"Python, MLOps, Data Visualization",Mid-size
7875,NLP Engineer,Australia,Lead,163562,"Statistics, Data Visualization, NLP",Mid-size
7876,NLP Engineer,Germany,Entry,31063,"SQL, Deep Learning, MLOps",Mid-size
7877,Data Scientist,USA,Senior,119436,"Data Visualization, SQL, TensorFlow",Enterprise
7878,Data Analyst,Canada,Entry,46663,"NLP, PyTorch, MLOps",Mid-size
7879,AI Engineer,Canada,Lead,154930,"Statistics, Deep Learning, NLP",Mid-size
7880,Data Scientist,UK,Entry,33390,"Python, Computer Vision, Deep Learning",Enterprise
7881,Data Analyst,Germany,Entry,34876,"MLOps, Python, TensorFlow",Mid-size
